1.5mv2g,netload,uncontrolled,Pmax,netload,uncontrolled,pmin,netload,uncontrolled,rampup,netload,uncontrolled,rampdown,,,1.5mv1g,netload,uncontrolled,pamx,netload,uncontrolled,pmin,netload,uncontrolled,rampup,netload,uncontrolled,rampdown
270,46018307.96,47039185.33,47294404.68,18579814.77,19600692.14,19192314.04,24861232,25882109.38,26137328.72,29361588.17,30382465.55,30594725.9,,,,46018307.96,47039185.33,47294404.68,18579814.77,19600692.14,18579814.77,24861232,25882109.38,26137328.72,29361588.17,30382465.55,30583307.39
271,45587545.09,46608422.47,46863641.81,18509678.1,19530555.48,19192314.04,24633811.7,25654689.07,25909908.42,29143201.8,30164079.18,30419298.52,,,,45587545.09,46608422.47,46863641.81,18509678.1,19530555.48,18509678.1,24633811.7,25654689.07,25905282.47,29143201.8,30164079.18,30419298.52
272,44970691.33,45991568.71,46246788.05,18453007.59,19473884.96,19192314.04,24395737.99,25416615.37,25667665.51,29015359.83,30036237.2,30289551.84,,,,44970691.33,45991568.71,46246788.05,18453007.59,19473884.96,18453007.59,24395737.99,25416615.37,25660791.71,29015359.83,30036237.2,30273765.28
273,44504078.85,45524956.23,45780175.57,18348825.42,19369702.8,19192314.04,24127759.71,25148637.09,25403856.43,28866636.94,29887514.32,30137754.02,,,,44504078.85,45524956.23,45780175.57,18348825.42,19369702.8,18348825.42,24127759.71,25148637.09,25403856.43,28866636.94,29887514.32,30117599.41
274,43991180.19,45012057.56,45267276.91,18270826.2,19291703.57,19192314.04,23937495.53,24958372.91,25213592.25,28687808.35,29708685.72,29963905.07,,,,43991180.19,45012057.56,45267276.91,18270826.2,19291703.57,18330356.85,23937495.53,24958372.91,25213592.25,28687808.35,29708685.72,29950800.91
275,43495595.84,44516473.22,44771692.56,18185142.82,19206020.2,19192314.04,23796832.38,24817709.75,25070501.48,28497273.05,29518150.43,29773369.77,,,,43495595.84,44516473.22,44771692.56,18185142.82,19206020.2,18330356.85,23796832.38,24817709.75,25065940.65,28497273.05,29518150.43,29773369.77
276,42953202.75,43974080.12,44229299.47,18037806.27,19058683.64,19192314.04,23629747.81,24650625.18,24905844.53,28408932.88,29429810.26,29630999.42,,,,42953202.75,43974080.12,44229299.47,18037806.27,19058683.64,18330356.85,23629747.81,24650625.18,24905844.53,28408932.88,29429810.26,29619580.91
277,42480296.77,43501174.14,43756393.49,17856216.98,18877094.36,19132313.7,23551123.61,24572000.98,24793367.28,28198627.1,29219504.48,29466577.92,,,,42480296.77,43501174.14,43756393.49,17856216.98,18877094.36,18330356.85,23551123.61,24572000.98,24784245.61,28198627.1,29219504.48,29455159.42
278,41976862.66,42997740.03,43252959.38,17709967.41,18730844.78,18986064.13,23392343.21,24413220.58,24659323.84,28004008.57,29024885.94,29280105.29,,,,41976862.66,42997740.03,43252959.38,17709967.41,18730844.78,18330356.85,23392343.21,24413220.58,24650202.17,28004008.57,29024885.94,29280105.29
279,41480858.62,42501736,42756955.34,17667004.99,18687882.37,18943101.71,23227617.5,24248494.88,24503714.22,27887427.75,28908305.12,29110782.78,,,,41480858.62,42501736,42756955.34,17667004.99,18687882.37,18330356.85,23227617.5,24248494.88,24503714.22,27887427.75,28908305.12,29105073.52
280,40909261.46,41930138.84,42185358.18,17476511.46,18497388.84,18752608.18,23073387.96,24094265.34,24349484.68,27643312.41,28664189.78,28919409.13,,,,40909261.46,41930138.84,42185358.18,17476511.46,18497388.84,18330356.85,23073387.96,24094265.34,24349484.68,27643312.41,28664189.78,28919409.13
281,40461128.26,41482005.63,41737224.98,17329518.3,18350395.67,18605615.02,22976040.58,23996917.96,24252137.3,27486923.96,28507801.33,28747154.33,,,,40461128.26,41482005.63,41737224.98,17329518.3,18350395.67,18330356.85,22976040.58,23996917.96,24252137.3,27486923.96,28507801.33,28739435.85
282,40010499.08,41031376.45,41286595.8,17119542.9,18140420.27,18395639.62,22909456.03,23930333.4,24155216.33,27276751.68,28297629.06,28552848.4,,,,40010499.08,41031376.45,41286595.8,17119542.9,18140420.27,18330356.85,22909456.03,23930333.4,24150655.49,27276751.68,28297629.06,28548829.94
283,39519267.45,40540144.82,40795364.17,16855584.76,17876462.14,18131681.48,22760632.45,23781509.83,24036729.17,27078921.24,28099798.61,28355017.96,,,,39519267.45,40540144.82,40795364.17,16855584.76,17876462.14,18131681.48,22760632.45,23781509.83,24036729.17,27078921.24,28099798.61,28347591.4
284,39054763.82,40075641.2,40330860.54,16740678.91,17761556.29,18016775.63,22697980.41,23718857.78,23969234.42,26859623.51,27880500.89,28135720.23,,,,39054763.82,40075641.2,40330860.54,16740678.91,17761556.29,18016775.63,22697980.41,23718857.78,23964673.59,26859623.51,27880500.89,28135720.23
285,38623901.59,39644778.97,39899998.31,16613048.41,17633925.79,17889145.13,22604076.78,23624954.15,23880173.49,26692799.14,27713676.52,27968895.86,,,,38623901.59,39644778.97,39899998.31,16613048.41,17633925.79,17889145.13,22604076.78,23624954.15,23880173.49,26692799.14,27713676.52,27968895.86
286,38164855.89,39185733.26,39440952.61,16469204.67,17490082.05,17745301.39,22515409,23536286.37,23791505.72,26525734.04,27546611.41,27801830.76,,,,38164855.89,39185733.26,39440952.61,16469204.67,17490082.05,17745301.39,22515409,23536286.37,23791505.72,26525734.04,27546611.41,27801830.76
287,37779552.81,38800430.19,39055649.53,16327523.46,17348400.84,17603620.18,22446607.1,23467484.48,23722703.82,26354729.82,27375607.19,27630826.54,,,,37779552.81,38800430.19,39055649.53,16327523.46,17348400.84,17603620.18,22446607.1,23467484.48,23722703.82,26354729.82,27375607.19,27630826.54
